build_id,timestamp,hour,day_of_week,repo_size_mb,num_files,test_count,dependencies,cpu_cores,memory_gb,cache_hit_rate,branch_type,build_time_minutes,status,cost_usd
build_00239,2025-11-04T03:35:17.543926,3,1,5843.88,304,16,30,2,8,0.752,feature,398.35,failed,0.5975
build_00240,2025-08-06T06:35:17.543926,6,2,817.29,76,27,43,8,16,0.417,main,49.06,failed,0.2289
build_00241,2025-08-12T00:35:17.543926,0,1,654.61,343,241,59,4,4,0.895,main,203.11,success,0.4062
build_00242,2025-10-10T22:35:17.543926,22,4,220.02,2728,31,46,4,32,0.617,main,67.44,success,0.2922
build_00243,2026-01-12T16:35:17.543926,16,0,5367.37,82,423,48,2,16,0.843,feature,624.6,failed,1.3533
build_00244,2025-11-03T08:35:17.543926,8,0,6295.23,116,13,52,2,16,0.662,feature,359.9,failed,0.7798
build_00245,2025-08-26T05:35:17.543926,5,1,1660.85,127,183,45,2,8,0.868,main,195.96,success,0.2939
build_00246,2026-01-10T11:35:17.543926,11,5,993.99,559,133,56,4,4,0.824,feature,205.84,success,0.4117
build_00247,2025-10-01T01:35:17.543926,1,2,6699.04,880,70,45,8,4,0.816,feature,434.62,success,1.5936
build_00248,2025-09-06T06:35:17.543926,6,5,224.62,154,332,59,16,8,0.793,feature,113.73,success,0.834
build_00249,2025-09-23T15:35:17.543926,15,1,5620.26,200,598,44,16,32,0.708,feature,174.06,success,1.6246
build_00250,2025-11-04T17:35:17.543926,17,1,1520.87,151,133,48,2,8,0.892,feature,185.01,success,0.2775
build_00251,2025-09-01T23:35:17.543926,23,0,765.81,179,2126,33,8,4,0.558,main,1189.38,success,4.361
build_00252,2025-08-21T13:35:17.543926,13,3,720.74,153,272,36,2,8,0.78,hotfix,176.04,success,0.2641
build_00253,2025-10-10T10:35:17.543926,10,4,1233.01,308,104,45,2,8,0.85,feature,140.93,success,0.2114
build_00254,2025-10-22T08:35:17.543926,8,2,775.57,800,46,37,2,32,0.897,feature,68.97,success,0.2414
build_00255,2025-12-17T03:35:17.543926,3,2,526.44,223,408,42,2,4,0.663,feature,297.6,failed,0.3472
build_00256,2025-08-30T15:35:17.543926,15,5,76.4,1169,200,61,4,16,0.291,feature,185.51,success,0.5565
build_00257,2025-12-27T02:35:17.543926,2,5,161.67,466,71,45,4,4,0.881,feature,59.25,success,0.1185
build_00258,2025-11-12T19:35:17.543926,19,2,654.7,716,129,29,2,8,0.753,main,114.26,success,0.1714
build_00259,2025-09-13T20:35:17.543926,20,5,8326.97,247,397,27,16,8,0.795,main,391.45,failed,2.8706
build_00260,2025-10-25T07:35:17.543926,7,5,6132.2,194,1258,33,2,32,0.772,main,861.37,success,3.0148
build_00261,2026-01-08T22:35:17.543926,22,3,496.9,99,3547,34,16,4,0.682,feature,1397.89,success,9.7852
build_00262,2025-12-27T03:35:17.543926,3,5,442.75,921,58,62,2,4,0.372,feature,125.05,success,0.1459
build_00263,2025-08-22T01:35:17.543926,1,4,480.49,225,36,41,2,8,0.875,feature,49.73,success,0.0746
build_00264,2025-08-21T22:35:17.543926,22,3,449.08,389,42,59,4,4,0.609,release,100.52,success,0.201
build_00265,2026-01-13T14:35:17.543926,14,1,630.16,402,112,56,4,32,0.796,feature,75.86,success,0.3287
build_00266,2025-09-06T15:35:17.543926,15,5,1035.66,424,456,46,8,8,0.737,feature,270.34,success,1.0814
build_00267,2025-07-26T09:35:17.543926,9,5,356.44,85,1387,36,2,8,0.85,main,876.29,success,1.3144
build_00268,2025-11-12T17:35:17.543926,17,2,933.53,1095,1456,53,16,32,0.462,feature,236.07,success,2.2033
build_00269,2025-12-20T17:35:17.543926,17,5,2156.71,65,41,71,4,16,0.932,main,143.71,success,0.4311
build_00270,2025-08-26T08:35:17.543926,8,1,249.96,303,622,55,2,8,0.927,feature,256.49,failed,0.3847
build_00271,2026-01-17T04:35:17.543926,4,5,424.48,642,253,37,2,8,0.845,main,208.21,success,0.3123
build_00272,2025-09-28T06:35:17.543926,6,6,3534.01,438,215,48,16,4,0.552,feature,251.65,failed,1.7615
build_00273,2025-09-12T02:35:17.543926,2,4,223.65,397,126,46,16,16,0.575,feature,37.61,success,0.3009
build_00274,2025-11-30T23:35:17.543926,23,6,995.22,433,162,42,8,8,0.81,feature,138.89,success,0.5556
build_00275,2025-09-21T09:35:17.543926,9,6,1631.35,347,330,68,2,4,0.919,main,464.83,success,0.5423
build_00276,2025-10-28T03:35:17.543926,3,1,277.42,174,125,47,2,4,0.778,feature,99.18,success,0.1157
build_00277,2026-01-07T03:35:17.543926,3,2,44.75,323,45,42,4,16,0.815,hotfix,21.37,success,0.0641
build_00278,2025-11-07T19:35:17.543926,19,4,2007.78,438,1076,55,4,32,0.816,release,419.88,success,1.8195
build_00279,2025-11-14T22:35:17.543926,22,4,1372.14,302,128,53,4,4,0.955,main,172.61,success,0.3452
build_00280,2025-11-27T09:35:17.543926,9,3,555.19,962,565,46,4,4,0.655,feature,386.71,success,0.7734
build_00281,2026-01-02T13:35:17.543926,13,4,253.9,1485,329,37,8,4,0.764,main,256.38,success,0.9401
build_00282,2025-12-21T18:35:17.543926,18,6,2224.56,525,1129,38,16,4,0.911,main,609.51,success,4.2666
build_00283,2025-12-19T09:35:17.543926,9,4,14253.28,340,119,32,2,4,0.547,release,1916.37,success,2.2358
build_00284,2025-09-04T09:35:17.543926,9,3,45898.68,1025,10,49,2,8,0.51,feature,4741.78,success,7.1127
build_00285,2025-08-31T02:35:17.543926,2,6,515.3,367,126,48,2,8,0.654,feature,133.06,success,0.1996
build_00286,2025-08-16T06:35:17.543926,6,5,119.81,1906,7,52,16,16,0.707,hotfix,22.16,success,0.1772
build_00287,2025-12-03T13:35:17.543926,13,2,436.38,198,480,30,4,8,0.601,main,459.89,failed,1.0731
build_00288,2025-11-05T11:35:17.543926,11,2,208.36,1227,197,35,2,8,0.958,feature,178.95,success,0.2684
build_00289,2025-12-26T13:35:17.543926,13,4,340.9,294,1409,65,2,8,0.731,feature,832.61,success,1.2489
build_00290,2025-07-31T01:35:17.543926,1,3,2088.13,590,126,51,2,4,0.756,feature,210.84,success,0.246
build_00291,2026-01-15T00:35:17.543926,0,3,5783.04,612,16,49,2,16,0.716,feature,368.89,failed,0.7993
build_00292,2025-09-10T13:35:17.543926,13,2,53.06,356,74,37,2,8,0.831,feature,81.91,success,0.1229
build_00293,2025-08-06T01:35:17.543926,1,2,309.15,312,8,52,8,4,0.657,feature,28.16,success,0.1033
build_00294,2025-11-17T22:35:17.543926,22,0,2070.43,1053,258,31,4,16,0.743,feature,216.91,success,0.6507
build_00295,2025-12-14T08:35:17.543926,8,6,649.27,186,233,59,4,16,0.846,hotfix,89.51,success,0.2685
build_00296,2025-08-15T19:35:17.543926,19,4,161.01,288,201,39,8,16,0.639,feature,70.35,success,0.3283
build_00297,2025-08-08T16:35:17.543926,16,4,1219.67,164,297,50,2,4,0.685,main,418.0,failed,0.4877
build_00298,2025-10-30T15:35:17.543926,15,3,428.8,257,146,38,2,16,0.416,feature,141.97,success,0.3076
build_00299,2025-08-29T02:35:17.543926,2,4,56.64,854,12,44,2,8,0.814,feature,38.12,success,0.0572
build_00300,2025-07-27T10:35:17.543926,10,6,1046.49,102,302,19,2,16,0.669,main,269.64,success,0.5842
build_00301,2025-11-19T19:35:17.543926,19,2,973.99,226,83,52,2,8,0.635,main,136.84,success,0.2053
build_00302,2025-07-30T07:35:17.543926,7,2,742.71,485,529,26,8,8,0.838,main,242.25,success,0.969
build_00303,2025-10-12T20:35:17.543926,20,6,1443.16,113,41,36,2,16,0.699,feature,102.8,failed,0.2227
build_00304,2025-08-04T02:35:17.543926,2,0,4518.83,244,822,47,4,4,0.702,main,948.62,success,1.8972
build_00305,2025-11-10T21:35:17.543926,21,0,2973.32,150,21,40,8,4,0.663,hotfix,128.05,failed,0.4695
build_00306,2025-11-08T16:35:17.543926,16,5,284.56,2218,33,34,2,8,0.486,feature,142.99,success,0.2145
build_00307,2025-12-23T22:35:17.543926,22,1,300.5,79,60,37,16,4,0.906,feature,38.78,success,0.2715
build_00308,2026-01-10T19:35:17.543926,19,5,2965.05,768,22,32,2,32,0.857,main,153.08,success,0.5358
build_00309,2025-12-28T02:35:17.543926,2,6,13718.8,1096,1137,36,4,4,0.654,release,1972.28,success,3.9446
build_00310,2025-12-02T20:35:17.543926,20,1,18.73,2406,211,52,4,16,0.862,feature,123.29,success,0.3699
build_00311,2026-01-04T03:35:17.543926,3,6,484.66,1023,161,20,4,8,0.909,feature,127.89,failed,0.2984
build_00312,2025-11-28T04:35:17.543926,4,4,564.97,106,137,42,16,4,0.91,main,96.37,failed,0.6746
build_00313,2026-01-14T01:35:17.543926,1,2,3020.31,353,17,39,2,8,0.798,feature,205.57,success,0.3084
build_00314,2025-07-28T08:35:17.543926,8,0,1254.87,19,294,46,2,8,0.833,feature,180.54,success,0.2708
build_00315,2026-01-04T14:35:17.543926,14,6,1225.25,343,248,54,8,32,0.795,feature,92.61,success,0.5556
build_00316,2025-09-27T05:35:17.543926,5,5,2054.66,290,135,42,2,4,0.581,main,297.0,success,0.3465
build_00317,2025-09-08T08:35:17.543926,8,0,47.0,163,302,35,2,4,0.668,feature,204.2,success,0.2382
build_00318,2025-09-25T03:35:17.543926,3,3,312.91,1676,132,34,8,4,0.861,feature,119.81,success,0.4393
build_00319,2025-12-11T03:35:17.543926,3,3,54.97,297,88,48,16,16,0.662,feature,26.36,success,0.2109
build_00320,2025-10-18T13:35:17.543926,13,5,3528.21,132,369,64,4,4,0.772,main,622.87,failed,1.2457
build_00321,2025-10-26T18:35:17.543926,18,6,6685.15,189,226,43,2,16,0.823,feature,491.67,failed,1.0653
build_00322,2025-11-16T23:35:17.543926,23,6,783.23,1120,16,38,2,4,0.672,feature,101.83,success,0.1188
build_00323,2025-11-18T22:35:17.543926,22,1,407.46,395,130,59,2,16,0.353,release,150.2,success,0.3254
build_00324,2025-11-15T17:35:17.543926,17,5,6066.09,4909,9,34,4,4,0.945,feature,583.94,failed,1.1679
build_00325,2026-01-10T09:35:17.543926,9,5,15079.09,157,75,24,4,4,0.68,feature,1395.97,success,2.7919
build_00326,2025-10-10T16:35:17.543926,16,4,1739.07,176,206,59,4,8,0.792,feature,222.28,success,0.5187
build_00327,2025-07-27T22:35:17.543926,22,6,1343.47,304,117,40,4,4,0.953,feature,134.83,success,0.2697
build_00328,2025-08-31T23:35:17.543926,23,6,710.63,92,603,39,4,8,0.778,feature,345.97,success,0.8073
build_00329,2025-10-11T10:35:17.543926,10,5,835.09,1188,460,49,2,8,0.83,feature,430.45,success,0.6457
build_00330,2025-12-20T17:35:17.543926,17,5,402.41,379,41,21,4,4,0.652,feature,93.37,success,0.1867
build_00331,2025-10-28T11:35:17.543926,11,1,215.06,163,38,48,4,16,0.921,feature,29.68,success,0.089
build_00332,2026-01-03T02:35:17.543926,2,5,6375.15,307,98,49,2,4,0.533,main,686.65,failed,0.8011
build_00333,2025-11-23T18:35:17.543926,18,6,10353.35,716,127,33,2,4,0.657,feature,868.22,success,1.0129
build_00334,2025-09-14T09:35:17.543926,9,6,517.97,140,316,34,4,16,0.872,hotfix,142.55,success,0.4276
build_00335,2025-12-13T02:35:17.543926,2,5,5437.78,701,142,72,2,4,0.702,feature,444.33,success,0.5184
build_00336,2025-10-09T01:35:17.543926,1,3,3047.89,614,74,54,4,4,0.606,feature,316.08,success,0.6322
build_00337,2025-11-03T06:35:17.543926,6,0,864.36,1411,288,40,16,4,0.487,main,176.76,success,1.2373
build_00338,2025-10-19T08:35:17.543926,8,6,16379.2,1569,97,32,2,32,0.593,feature,751.52,success,2.6303
build_00339,2025-09-28T11:35:17.543926,11,6,4716.99,361,639,46,2,8,0.869,release,1120.91,success,1.6814
build_00340,2025-12-15T17:35:17.543926,17,0,141.22,584,299,42,16,8,0.597,feature,119.92,success,0.8794
build_00341,2026-01-07T21:35:17.543926,21,2,489.57,776,41,66,2,4,0.645,feature,105.16,success,0.1227
build_00342,2026-01-02T01:35:17.543926,1,4,173.51,444,123,38,4,4,0.818,feature,80.29,success,0.1606
build_00343,2025-09-27T13:35:17.543926,13,5,2447.33,531,675,54,2,4,0.666,feature,733.97,failed,0.8563
build_00344,2025-08-30T10:35:17.543926,10,5,13058.24,465,150,61,8,8,0.468,feature,825.98,success,3.3039
build_00345,2025-08-19T04:35:17.543926,4,1,1220.06,319,92,26,2,8,0.887,main,152.51,success,0.2288
build_00346,2025-08-22T18:35:17.543926,18,4,1353.49,97,171,54,8,4,0.921,feature,136.44,failed,0.5003
build_00347,2026-01-16T17:35:17.543926,17,4,2697.76,271,72,70,2,8,0.523,feature,368.54,success,0.5528
build_00348,2025-10-06T19:35:17.543926,19,0,381.11,181,125,60,16,8,0.583,feature,54.31,success,0.3983
build_00349,2025-12-01T16:35:17.543926,16,0,278.94,827,122,37,2,32,0.777,release,108.4,success,0.3794
build_00350,2026-01-16T17:35:17.543926,17,4,2213.58,395,152,33,4,4,0.749,feature,289.07,failed,0.5781
build_00351,2025-10-20T12:35:17.543926,12,0,2894.73,139,49,47,8,4,0.61,main,325.61,failed,1.1939
build_00352,2026-01-19T10:35:17.543926,10,0,479.53,413,197,37,2,4,0.581,main,212.13,success,0.2475
build_00353,2025-12-24T18:35:17.543926,18,2,5575.85,507,140,46,8,4,0.82,feature,385.86,failed,1.4148
build_00354,2025-10-01T13:35:17.543926,13,2,5040.35,369,998,48,8,8,0.63,feature,856.85,success,3.4274
build_00355,2025-11-02T23:35:17.543926,23,6,2763.74,479,330,35,4,8,0.55,release,453.47,success,1.0581
build_00356,2025-12-06T16:35:17.543926,16,5,1438.22,596,67,46,8,4,0.519,main,207.01,success,0.7591
build_00357,2025-12-03T06:35:17.543926,6,2,241.5,354,593,42,2,4,0.527,feature,365.18,success,0.426
build_00358,2025-10-06T10:35:17.543926,10,0,5781.39,437,67,52,16,32,0.563,main,131.26,success,1.225
build_00359,2026-01-05T05:35:17.543926,5,0,2308.0,383,126,73,4,32,0.926,feature,97.98,success,0.4246
build_00360,2025-12-24T16:35:17.543926,16,2,188.3,840,16,42,16,32,0.28,main,20.02,success,0.1869
build_00361,2025-11-12T14:35:17.543926,14,2,7309.5,465,18,38,4,16,0.708,main,592.42,success,1.7773
build_00362,2025-12-18T23:35:17.543926,23,3,791.22,341,554,39,4,16,0.878,hotfix,168.0,success,0.504
build_00363,2025-10-28T00:35:17.543926,0,1,249.07,800,125,58,2,4,0.85,feature,117.28,success,0.1368
build_00364,2025-12-19T15:35:17.543926,15,4,2388.91,151,285,35,4,4,0.423,feature,391.04,success,0.7821
build_00365,2025-08-03T15:35:17.543926,15,6,766.52,175,27,26,4,8,0.938,feature,67.47,success,0.1574
build_00366,2025-11-22T06:35:17.543926,6,5,1188.34,1065,419,35,4,4,0.646,feature,338.92,success,0.6778
build_00367,2025-09-16T22:35:17.543926,22,1,80.47,590,87,34,2,8,0.601,feature,63.08,success,0.0946
build_00368,2025-09-29T23:35:17.543926,23,0,8322.11,1469,1092,47,4,4,0.669,main,1521.16,success,3.0423
build_00369,2025-08-02T09:35:17.543926,9,5,40.98,375,508,29,16,4,0.636,feature,257.71,success,1.8039
build_00370,2025-08-02T21:35:17.543926,21,5,2608.08,1484,536,47,8,8,0.813,main,360.2,success,1.4408
build_00371,2025-10-21T11:35:17.543926,11,1,1223.32,680,127,53,2,4,0.533,feature,242.59,success,0.283
build_00372,2026-01-12T18:35:17.543926,18,0,1414.38,6932,547,47,4,16,0.843,feature,398.95,success,1.1968
build_00373,2025-07-27T05:35:17.543926,5,6,472.38,352,59,69,4,16,0.68,feature,61.87,success,0.1856
build_00374,2025-08-27T20:35:17.543926,20,2,580.77,256,17,40,4,8,0.514,release,88.89,failed,0.2074
build_00375,2025-08-10T00:35:17.543926,0,6,3295.53,302,888,51,2,4,0.717,feature,773.94,success,0.9029
build_00376,2025-10-02T11:35:17.543926,11,3,1119.88,114,267,56,16,32,0.723,feature,52.85,success,0.4933
build_00377,2026-01-10T03:35:17.543926,3,5,1146.88,429,1206,41,8,8,0.578,feature,437.63,success,1.7505
build_00378,2025-11-13T07:35:17.543926,7,3,1928.05,1543,168,47,2,8,0.901,main,268.66,success,0.403
build_00379,2025-12-03T19:35:17.543926,19,2,356.75,416,1021,43,2,8,0.673,release,618.2,success,0.9273
build_00380,2025-08-28T16:35:17.543926,16,3,1459.19,203,39,63,8,16,0.485,main,97.71,success,0.456
build_00381,2025-10-27T22:35:17.543926,22,0,475.56,755,106,49,2,4,0.544,hotfix,109.0,success,0.1272
build_00382,2025-12-04T00:35:17.543926,0,3,153.27,183,107,29,4,8,0.602,feature,59.39,success,0.1386
build_00383,2025-10-30T11:35:17.543926,11,3,8096.83,387,27,42,8,8,0.93,main,505.58,success,2.0223
build_00384,2025-08-15T21:35:17.543926,21,4,1236.14,125,167,49,8,4,0.429,feature,201.15,failed,0.7376
build_00385,2025-12-12T13:35:17.543926,13,4,3190.87,258,75,51,2,32,0.746,feature,256.8,success,0.8988
build_00386,2026-01-08T18:35:17.543926,18,3,3630.37,124,131,56,2,16,0.647,main,270.98,success,0.5871
build_00387,2025-09-07T08:35:17.543926,8,6,398.84,626,18,46,4,8,0.819,feature,51.77,success,0.1208
build_00388,2025-10-24T13:35:17.543926,13,4,1522.32,258,116,48,4,16,0.842,main,185.93,success,0.5578
build_00389,2025-12-12T19:35:17.543926,19,4,451.72,35,94,47,4,32,0.988,hotfix,36.13,success,0.1566
build_00390,2025-11-09T23:35:17.543926,23,6,448.86,464,227,71,4,8,0.831,feature,134.07,success,0.3128
build_00391,2025-11-28T22:35:17.543926,22,4,832.97,193,1097,48,4,4,0.784,feature,597.82,success,1.1956
build_00392,2025-11-04T03:35:17.543926,3,1,476.49,527,18,43,2,16,0.641,feature,61.62,success,0.1335
build_00393,2025-11-12T02:35:17.543926,2,2,50848.02,267,61,27,8,16,0.739,main,1818.67,success,8.4871
build_00394,2025-12-11T16:35:17.543926,16,3,147.85,832,698,80,2,16,0.924,feature,371.41,success,0.8047
build_00395,2026-01-04T10:35:17.543926,10,6,1234.53,347,16,34,2,4,0.702,feature,138.35,failed,0.1614
build_00396,2025-10-12T08:35:17.543926,8,6,3452.03,151,208,47,2,8,0.822,hotfix,296.48,success,0.4447
build_00397,2025-11-10T18:35:17.543926,18,0,127.21,417,98,43,2,8,0.664,hotfix,70.07,success,0.1051
build_00398,2025-12-06T20:35:17.543926,20,5,5576.39,497,188,43,2,32,0.683,main,416.89,success,1.4591
build_00399,2025-10-20T08:35:17.543926,8,0,6568.01,466,68,36,4,8,0.926,feature,385.84,success,0.9003
build_00400,2025-12-08T04:35:17.543926,4,0,751.48,121,492,34,16,4,0.968,feature,193.29,success,1.353
build_00401,2025-10-31T01:35:17.543926,1,4,1867.84,179,96,47,2,32,0.384,feature,169.19,success,0.5922
build_00402,2025-09-29T21:35:17.543926,21,0,526.72,1976,33,32,2,4,0.507,release,188.53,success,0.22
build_00403,2025-12-18T14:35:17.543926,14,3,3325.96,176,373,44,16,4,0.904,feature,304.77,success,2.1334
build_00404,2025-09-10T23:35:17.543926,23,2,149.0,45,64,45,16,32,0.95,feature,7.1,success,0.0662
build_00405,2025-10-04T14:35:17.543926,14,5,1749.76,688,165,34,2,16,0.813,feature,224.8,success,0.4871
build_00406,2025-10-16T21:35:17.543926,21,3,1212.14,182,137,59,4,8,0.686,main,174.88,success,0.408
build_00407,2025-08-04T01:35:17.543926,1,0,9075.94,108,384,48,4,32,0.857,feature,333.7,success,1.446
build_00408,2026-01-07T12:35:17.543926,12,2,842.13,491,1664,51,2,16,0.64,main,1219.17,success,2.6415
build_00409,2025-11-10T22:35:17.543926,22,0,980.81,56,144,47,2,8,0.81,main,154.29,success,0.2314
build_00410,2025-07-26T07:35:17.543926,7,5,833.01,395,83,57,4,16,0.65,feature,80.15,success,0.2405
build_00411,2025-12-30T05:35:17.543926,5,1,616.04,307,562,69,2,4,0.905,feature,313.12,success,0.3653
build_00412,2025-12-13T19:35:17.543926,19,5,513.58,1308,224,48,4,4,0.578,hotfix,177.96,success,0.3559
build_00413,2026-01-16T17:35:17.543926,17,4,185.95,203,644,51,2,4,0.567,feature,567.88,success,0.6625
build_00414,2025-07-25T01:35:17.543926,1,4,788.82,211,220,65,16,16,0.871,feature,52.68,success,0.4214
build_00415,2025-11-28T13:35:17.543926,13,4,5769.24,350,305,28,2,32,0.827,main,622.07,success,2.1773
build_00416,2025-07-30T15:35:17.543926,15,2,812.42,64,3,46,8,32,0.413,main,39.44,success,0.2367
build_00417,2026-01-14T04:35:17.543926,4,2,176.58,399,83,32,4,4,0.579,feature,69.54,success,0.1391
build_00418,2025-08-26T01:35:17.543926,1,1,6805.27,3599,112,28,2,32,0.847,hotfix,288.77,failed,1.0107
build_00419,2025-12-23T18:35:17.543926,18,1,1299.96,638,118,42,2,16,0.902,main,172.91,success,0.3746
build_00420,2025-12-30T11:35:17.543926,11,1,1160.43,780,1236,57,4,4,0.687,feature,937.28,success,1.8746
build_00421,2025-09-14T22:35:17.543926,22,6,3002.19,1311,3140,33,4,8,0.587,feature,1563.9,success,3.6491
build_00422,2025-11-11T10:35:17.543926,10,1,264.83,54,166,34,2,16,0.547,main,143.1,success,0.31
build_00423,2025-10-10T20:35:17.543926,20,4,5659.98,233,59,40,4,8,0.732,feature,247.19,success,0.5768
build_00424,2025-11-18T22:35:17.543926,22,1,64.55,419,8,58,4,4,0.945,release,36.44,success,0.0729
build_00425,2026-01-07T19:35:17.543926,19,2,1193.77,131,74,36,2,16,0.625,main,151.66,success,0.3286
build_00426,2025-10-28T00:35:17.543926,0,1,22115.28,414,107,43,16,4,0.465,feature,1361.99,failed,9.5339
build_00427,2025-12-25T03:35:17.543926,3,3,1196.98,220,98,24,8,8,0.856,feature,96.51,success,0.3861
build_00428,2025-09-11T17:35:17.543926,17,3,1992.35,1379,113,46,2,32,0.651,feature,211.54,success,0.7404
build_00429,2025-08-30T06:35:17.543926,6,5,55.59,60,56,69,16,8,0.587,release,33.73,success,0.2474
build_00430,2025-10-05T12:35:17.543926,12,6,2790.55,116,143,22,2,8,0.565,release,430.35,success,0.6455
build_00431,2025-08-03T19:35:17.543926,19,6,1232.97,569,96,35,2,8,0.67,feature,147.14,success,0.2207
build_00432,2025-12-30T07:35:17.543926,7,1,792.44,45,206,54,16,8,0.22,feature,82.81,success,0.6072
build_00433,2025-09-28T07:35:17.543926,7,6,1725.23,1768,194,38,8,16,0.808,main,146.61,success,0.6842
build_00434,2025-08-12T15:35:17.543926,15,1,2241.12,1215,837,46,2,8,0.789,main,914.61,success,1.3719
build_00435,2025-11-11T19:35:17.543926,19,1,17782.57,1401,292,40,2,16,0.582,main,1620.75,success,3.5116
build_00436,2025-08-17T02:35:17.543926,2,6,121.51,72,35,52,2,8,0.89,feature,32.06,success,0.0481
build_00437,2026-01-08T00:35:17.543926,0,3,271.71,219,205,34,2,8,0.898,main,146.8,success,0.2202
build_00438,2025-10-09T20:35:17.543926,20,3,2889.85,228,72,36,2,8,0.604,feature,221.09,success,0.3316
build_00439,2025-08-12T08:35:17.543926,8,1,321.79,556,8,62,4,16,0.669,feature,38.01,success,0.114
build_00440,2025-09-21T16:35:17.543926,16,6,3207.48,1326,979,56,8,8,0.372,hotfix,654.43,success,2.6177
build_00441,2025-10-11T22:35:17.543926,22,5,1141.21,382,193,39,8,16,0.551,feature,117.88,success,0.5501
build_00442,2025-09-24T11:35:17.543926,11,2,1114.82,1411,180,51,2,8,0.567,feature,310.4,success,0.4656
build_00443,2025-11-13T15:35:17.543926,15,3,6485.78,157,219,45,8,16,0.851,feature,321.35,success,1.4996
build_00444,2025-09-23T20:35:17.543926,20,1,1552.89,1065,334,32,2,4,0.403,release,466.4,success,0.5441
